group,year,date,venue,organizer,title,author,discussant,session,start,end,link
PRPD; PRIT,2016,"July 20, 2016",Royal Sonesta Hotel,Chang-Tai Hsieh; Christopher Woodruff; Nicholas Bloom,The Private Impact of Public Maps: Landsat Satellite Imagery and Gold Exploration,"Abhishek Nagaraj, Massachusetts Institute of Technology","Robin Burgess, London School of Economics",,"JULY 20, 1:00 pm","JULY 20, 1:45 pm",http://web.mit.edu/nagaraj/files/nagaraj_jmp_nov6.pdf
PRPD; PRIT,2016,"July 20, 2016",Royal Sonesta Hotel,Chang-Tai Hsieh; Christopher Woodruff; Nicholas Bloom,The Bright Side of Patents,"Joan Farre-Mensa, Harvard University; Deepak Hegde, New York University; Alexander Ljungqvist, New York University and NBER","Heidi Williams, Massachusetts Institute of Technology and NBER",,"JULY 20, 1:45 pm","JULY 20, 2:30 pm",http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2704028
PRPD; PRIT,2016,"July 20, 2016",Royal Sonesta Hotel,Chang-Tai Hsieh; Christopher Woodruff; Nicholas Bloom,The Long-Term Effects of Management and Technology Transfers,"Michela Giorcelli, University of California at Los Angeles","Raffaella Sadun, Harvard University and NBER",,"JULY 20, 3:00 pm","JULY 20, 3:45 pm",http://www.nber.org/confer/2016/SI2016/PRPD/Giorcelli.pdf
PRPD; PRIT,2016,"July 20, 2016",Royal Sonesta Hotel,Chang-Tai Hsieh; Christopher Woodruff; Nicholas Bloom,The Arrival of Fast Internet and Skilled Job Creation in Africa,"Jonas Hjort, Columbia University and NBER; Jonas Poulsen, Uppsala University","Mushfiq Mobarak, Yale University and NBER",,"JULY 20, 3:45 pm","JULY 20, 4:30 pm",
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,The Causal Effect of Place: Evidence from Japanese-American Internment,"Daniel W. Shoag, Harvard University; Nicholas Carollo, University of California at Los Angeles","Donald R. Davis, Columbia University and NBER",,"JULY 27, 9:05 am","JULY 27, 9:55 am",http://www.nber.org/confer/2016/SI2016/REAL/Shoag_Carollo.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,Stimulating Housing Markets,"David W. Berger, Northwestern University and NBER; Nicholas Turner, Department of the Treasury; Eric Zwick, University of Chicago and NBER","Jonathan Parker, Massachusetts Institute of Technology and NBER",,"JULY 27, 10:10 am","JULY 27, 11:00 am",http://www.nber.org/confer/2016/SI2016/REAL/Berger_Turner_Zwick.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,The Effect of Mortgage Credit Availability on House Prices and Construction: Evidence from a Frontier Estimation Approach,"Elliot Anenberg, Federal Reserve Board; Edward Kung, UCLA; Raven Molloy, Federal Reserve Board; Aurel Hizmo, New York University","Erik Hurst, University of Chicago and NBER",,"JULY 27, 11:00 am","JULY 27, 11:50 am",http://www.nber.org/confer/2016/SI2016/REAL/Anenberg_Hizmo_Kung_Molloy.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,The Production Function for Housing: Evidence from France,"Pierre-Philippe Combes, GREQAM; Gilles Duranton, University of Pennsylvania; Laurent Gobillon, Institut National d'Etudes Demographiques","Stuart Rosenthal, Syracuse University",,"JULY 27, 12:50 pm","JULY 27, 1:40 pm",
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,Neighborhood Choices and Neighborhood Effects,"Morris Davis, Rutgers University; Jesse M. Gregory, University of Wisconsin at Madison and NBER; Daniel Hartley, Federal Reserve Bank of Chicago; Kegon T.K. Tan, University of Wisconsin at Madison","Patrick Bayer, Duke University and NBER",,"JULY 27, 1:40 pm","JULY 27, 2:30 pm",http://www.nber.org/confer/2016/SI2016/REAL/Gregory_Davis.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,Social Networks and Housing Markets,"Theresa Kuchler, New York University; Johannes Stroebel, New York University and NBER; Michael Bailey, Facebook; Ruiqing Cao, Harvard University","Harrison Hong, Princeton University and NBER",,"JULY 27, 2:45 pm","JULY 27, 3:35 pm",http://www.nber.org/confer/2016/SI2016/REAL/Bailey_Cao_Kuchler_Stroebel.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,CMBS and Conflicts of Interest: Evidence from a Natural Experiment on Servicer Ownership,"Maisy Wong, University of Pennsylvania","Efraim Benmelech, Northwestern University and NBER",,"JULY 27, 3:35 pm","JULY 27, 4:25 pm",http://www.nber.org/confer/2016/SI2016/REAL/Wong.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,"Urban Revival in America, 2000 to 2010","Victor Couture, University of California at Berkeley; Jessie Handbury, University of Pennsylvania and NBER","Andrew Haughwout, Federal Reserve Bank of New York",,"JULY 28, 9:00 am","JULY 28, 9:50 am",http://www.nber.org/confer/2016/SI2016/REAL/Couture_Handbury.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,"The Vertical City: Rent Gradients, Spatial Structure, and Agglomeration Economies","William Strange, University of Toronto; Crocker Liu, Cornell University; Stuart Rosenthal, Syracuse University","Joseph Gyourko, University of Pennsylvania and NBER",,"JULY 28, 9:50 am","JULY 28, 10:40 am",http://www.nber.org/confer/2016/SI2016/REAL/Liu_Rosenthal_Strange.pdf
REAL,2016,"July 27 - July 28, 2016",Royal Sonesta Hotel; Hotel Marlowe,Fernando Ferreira; Tomasz Piskorski,Cross-Sectional Patterns of Mortgage Debt during the Housing Boom: Evidence and Implications,"Paul S. Willen, Federal Reserve Bank of Boston and NBER; Lara Loewenstein, Brandeis University; Christopher Foote, Federal Reserve Bank of Boston","Denise DiPasquale, City Research",,"JULY 28, 11:10 am","JULY 28, 12:00 n",http://www.nber.org/confer/2016/SI2016/REAL/Foote_Loewenstein_Willen.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Household Debt and Business Cycles Worldwide,"Atif R. Mian, Princeton University and NBER; Amir Sufi, University of Chicago and NBER; Emil Verner, Princeton University","Òscar Jordà, Federal Reserve Bank of San Francisco",,"JULY 12, 1:00 pm","JULY 12, 1:50 pm",http://www.nber.org/confer/2016/SI2016/CF/Mian_Sufi_Verner.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,How Credit Cycles across a Financial Crisis,"Arvind Krishnamurthy, Stanford University and NBER; Tyler Muir, Yale University and NBER","Jeremy C. Stein, Harvard University and NBER",,"JULY 12, 1:50 pm","JULY 12, 2:40 pm",http://faculty.som.yale.edu/tylermuir/documents/CreditAcrossCycle_June_28_2016.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Why Does Fast Loan Growth Predict Poor Performance For Banks?,"René M. Stulz, Ohio State University and NBER; Rüdiger Fahlenbrach, Ecole Polytechnique Fédérale de Lausanne; Robert Prilmeier, Tulane University","Andrei Shleifer, Harvard University and NBER",,"JULY 12, 3:10 pm","JULY 12, 4:00 pm",
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Financing Durable Assets,"Adriano A. Rampini, Duke University and NBER","Ulf Axelson, London School of Economics",,"JULY 12, 4:00 pm","JULY 12, 4:50 pm",https://faculty.fuqua.duke.edu/~rampini/papers/financingdurableassets.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Risk-Taking Dynamics and Financial Stability,"Anton Korinek, Johns Hopkins University and NBER; Martin Nowak, Harvard University","Anjan Thakor, Washington University in St. Louis",,"JULY 13, 8:30 am","JULY 13, 9:20 am",http://www.korinek.com/download/RiskDynamics2.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,The Impact of Supervision on Bank Performance,"Beverly Hirtle, Federal Reserve Bank of New York; Anna Kovner, Federal Reserve Bank of New York; Matthew Plosser, Federal Reserve Bank of New York","Mark Levonian, Promontory Financial",,"JULY 13, 9:20 am","JULY 13, 10:10 am",http://www.nber.org/confer/2016/SI2016/RISK/Hirtle_Kovner_Plosser.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,The Market for Financial Adviser Misconduct,"Mark L. Egan, University of Minnesota; Gregor Matvos, University of Chicago and NBER; Amit Seru, University of Chicago and NBER","Mark Flannery, Securities and Exchange Commission",,"JULY 13, 10:35 am","JULY 13, 11:25 am",http://www.nber.org/confer/2016/SI2016/RISK/Egan_Matvos_Seru.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,The Determinants of Central Clearing for Single-Name CDS Contracts,"Mario Bellia, Goethe University Frankfurt; Mark Flannery, Securities and Exchange Commission; Giulio Girardi, Securities and Exchange Commission; Loriana Pelizzon, Goethe University Frankfurt; Narahari Phatak, Securities and Exchange Commission",,,"JULY 13, 11:25 am","JULY 13, 12:15 pm",
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Liquidity Transformation in Asset Management: Evidence from the Cash Holdings of Mutual Funds,"Sergey Chernenko, Ohio State University; Adi Sunderam, Harvard University and NBER",,,"JULY 13, 11:25 am","JULY 13, 12:15 pm",http://www.nber.org/confer/2016/SI2016/RISK/Chernenko_Sunderam.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,How Does Bank Capital Affect the Supply of Mortgages? Evidence from a Randomized Experiment,"Enrico Sette, Bank of Italy; Valentina Michelangeli, Bank of Italy",,,"JULY 13, 11:25 am","JULY 13, 12:15 pm",http://www.nber.org/confer/2016/SI2016/RISK/Sette_Michelangeli.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,"Liquidity Requirements, Liquidity Choice and Financial Stability","Douglas W. Diamond, University of Chicago and NBER; Anil Kashyap, University of Chicago and NBER","Steve Cecchetti, Brandeis University and NBER",,"JULY 13, 1:15 pm","JULY 13, 2:10 pm",http://faculty.chicagobooth.edu/douglas.diamond/Old/research/dkconferencedraft%20November%2020.pdf
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Back-testing Bank Stress Tests,"Thomas Philippon, New York University and NBER","Til Schuermann, Oliver Wyman",,"JULY 13, 2:10 pm","JULY 13, 3:00 pm",
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,Corporate Culture: Evidence from the Field,"Jillian A. Popadak, Duke University; John Graham, Duke University and NBER; Campbell R. Harvey, Duke University and NBER; Shivaram Rajgopal, Columbia University","Luigi Zingales, University of Chicago and NBER",,"JULY 13, 3:25 pm","JULY 13, 4:15 pm",http://ssrn.com/abstract=2805602
RISK,2016,"July 12 - July 13, 2016",Royal Sonesta Hotel,Mark Carey; Rene Stulz,The Wolves of Wall Street: Managerial Attributes and Bank Business Models,"Jens Hagendorff, Cardiff University; Anthony Saunders, New York University; Sascha Steffen, University of Mannheim; Francesco Vallascas, Leeds University","Antoinette Schoar, Massachusetts Institute of Technology and NBER",,"JULY 13, 4:15 pm","JULY 13, 5:05 pm",http://www.nber.org/confer/2016/SI2016/RISK/Hagendorff_Saunders_Steffen_Vallascas.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,"Urban Revival in America, 2000 to 2010","Victor Couture, University of California at Berkeley; Jessie Handbury, University of Pennsylvania and NBER","Andrew Haughwout, Federal Reserve Bank of New York",,"JULY 28, 9:00 am","JULY 28, 9:50 am",http://www.nber.org/confer/2016/SI2016/URB/Couture_Handbury.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,"The Vertical City: Rent Gradients, Spatial Structure, and Agglomeration Economies","William Strange, University of Toronto; Crocker Liu, Cornell University; Stuart Rosenthal, Syracuse University","Joseph Gyourko, University of Pennsylvania and NBER",,"JULY 28, 9:50 am","JULY 28, 10:40 am",http://www.nber.org/confer/2016/SI2016/URB/Liu_Rosenthal_Strange.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,Cross-Sectional Patterns of Mortgage Debt During the Housing Boom: Stocks and Flows,"Paul S. Willen, Federal Reserve Bank of Boston and NBER; Lara Loewenstein, Brandeis University; Christopher Foote, Federal Reserve Bank of Boston","Denise DiPasquale, City Research",,"JULY 28, 11:10 am","JULY 28, 12:00 n",
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,Urban Form and Driving: Evidence from US Cities,"Matthew Turner, Brown University; Gilles Duranton, University of Pennsylvania","Marlon Boarnet, University of Southern California",,"JULY 28, 1:00 pm","JULY 28, 2:00 pm",
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,Optimal City Structure,"Treb Allen, Northwestern University and NBER; Costas Arkolakis, Yale University and NBER; Xiangliang Li, Peking University and Yale University","Giacomo A.M. Ponzetto, CREI, Universitat Pompeu Fabra",,"JULY 28, 2:00 pm","JULY 28, 3:00 pm",https://dl.dropbox.com/s/rgvh9v9x9maekhu/AAL%20-%20City%20Structure.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,Coal Smoke and the Costs of the Industrial Revolution,"Walker Hanlon, University of California at Los Angeles and NBER","Daniel M. Sullivan, Harvard University",,"JULY 28, 3:30 pm","JULY 28, 4:30 pm",http://www.nber.org/confer/2016/SI2016/URB/Hanlon.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,The Impact of Forced Migration on Modern Cities: Evidence from 1930s Crop Failures,"Lauren Cohen, Harvard University and NBER; Christopher Malloy, Harvard University and NBER; Quoc H. Nguyen, University of Illinois Chicago",,,"JULY 28, 4:30 pm","JULY 28, 5:30 pm",
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,"Building the City: Sunk Capital, Sequencing, and Institutional Frictions","J. Vernon Henderson, London School of Economics; Tanner Regan, LSE; Anthony Venables, Oxford University","Tavneet Suri, Massachusetts Institute of Technology and NBER",,"JULY 29, 8:30 am","JULY 29, 9:30 am",http://www.nber.org/confer/2016/SI2016/URB/Henderson_Venables_Regan.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,The Heterogeneous Effects of Transportation Investments: Evidence from Sub-Saharan Africa 1960-2010,"Remi Jedwab, George Washington University; Adam Storeygard, Tufts University","Paul Novosad, Dartmouth College",,"JULY 29, 9:30 am","JULY 29, 10:30 am",http://www.nber.org/confer/2016/SI2016/URB/Jedwab_Storeygard.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,The Puzzle of Mistaken Millions: The MTA Surcharge and the Surge of Money onto MetroCards,"Meiping Sun, Columbia University","Linh T. Tô, Harvard University",,"JULY 29, 10:45 am","JULY 29, 11:30 am",http://www.columbia.edu/~ms4196/MTA.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,"Dense Enough To Be Brilliant: Patents, Urbanization, and Transportation in Nineteenth Century America","Elisabeth Ruth. Perlman, Boston University","Andrew Garin, Harvard University",,"JULY 29, 11:30 am","JULY 29, 12:15 pm",http://www.nber.org/confer/2016/SI2016/URB/Perlman.pdf
URB,2016,"July 28 - July 29, 2016",Hotel Marlowe; Royal Sonesta Hotel,Edward L. Glaeser,Measuring Cities with Google Streetview,"Nikhil Naik, Massachusetts Institute of Technology; Edward L. Glaeser, Harvard University and NBER; Scott Duke Kominers, Harvard University","Jesse M. Shapiro, Brown University and NBER",,"JULY 29, 12:15 pm","JULY 29, 1:00 pm",
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Genetic and Environmental Influences on Schooling and LifeTIME Earnings,"Lauren L. Schmitz, University of Wisconsin-Madison; David Weir, University of Michigan",,,"July 24, 10:15 am","July 24, 11:10 am",https://conference.nber.org/conf_papers/f98226/f98226.pdf
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,"Genetic Ability, Wealth, and Financial Decision-Making","Daniel Barth, Office of Financial Research; Nicholas W. Papageorge, Johns Hopkins University and NBER; Kevin Thom, University of Wisconsin-Madison at Milwaukee",,,"July 24, 11:10 am","July 24, 12:05 pm",https://conference.nber.org/conf_papers/f100433/f100433.pdf
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Pharmaceutical Patent Citations and Real Value,"David Abrams, University of Pennsylvania; Bhaven N. Sampat, Columbia University and NBER",,,"July 24, 1:05 pm","July 24, 2:00 pm",https://www.dropbox.com/s/2hgqhtg0rb6ni5u/AbramsSampatDrugCitesRealValue.pdf?dl=0
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Trials and Terminations: Learning from Competitors' Failures in Drug Development,"Joshua L. Krieger, Harvard University",,,"July 24, 2:00 pm","July 24, 2:55 pm",
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Saving Regret,"Axel H. Börsch-Supan, Max Planck Institute for Social Law and Social Policy and NBER; Michael D. Hurd, RAND Corporation and NBER; Susann Rohwedder, RAND Corporation",,,"July 24, 3:15 pm","July 24, 4:10 pm",https://www.dropbox.com/s/2hgqhtg0rb6ni5u/AbramsSampatDrugCitesRealValue.pdf?dl=0
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Demographics and Robots,"Daron Acemoglu, Massachusetts Institute of Technology and NBER; Pascual Restrepo, Boston University",,,"July 25, 9:00 am","July 25, 9:55 am",https://conference.nber.org/conf_papers/f93610/f93610.pdf
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,"Discrimination at the Intersection of Age, Race, and Gender: Evidence from a Lab-in-the-field Experiment","Joanna Lahey, Texas A&M University and NBER; Douglas Oxley, University of Wyoming",,,"July 25, 9:55 am","July 25, 10:50 am",https://conference.nber.org/conf_papers/f98306/f98306.pdf
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,NIH Funding for Health Economics,"Partha Bhattacharyya, National Institutes of Health",,,"July 25, 10:50 am","July 25, 11:10 am",https://conference.nber.org/conf_papers/f98306/f98306.pdf
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Spill-Over Effects of a Randomized Controlled Trial for Older Adults,"Emma Aguila, University of Southern California; Arie Kapteyn, University of Southern California and NBER; Erik Meijer, University of Southern California",,,"July 25, 11:30 am","July 25, 12:25 pm",
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Minimum Wages and Retirement,"Mark J. Borgschulte, University of Illinois at Urbana-Champaign; Heepyung Cho, University of Illinois at Urbana-Champaign",,,"July 25, 1:30 pm","July 25, 2:25 pm",https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxtYXJrYm9yZ3NjaHVsdGV8Z3g6YWY1MWVjZmY0NzRkMGEw
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Gender Differences in Parental Investments and Intergenerational Transfers in China,"Xiaoyan Lei, CCER Peking University; Kathleen M. McGarry, University of California at Los Angeles and NBER; Xiaoting Sun, University of California at Los Angeles; Yaohui Zhao, CCER",,,"July 25, 2:25 pm","July 25, 3:20 pm",
AG,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,How do Pension Wealth Shocks affect Working and Claiming?,"Rafael Lalive, University of Lausanne; Arvind Magesan, University of Calgary; Stefan Staubli, University of Calgary and NBER",,,"July 25, 3:30 pm","July 25, 4:25 pm",https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxtYXJrYm9yZ3NjaHVsdGV8Z3g6YWY1MWVjZmY0NzRkMGEw
AG; PESS,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Disability Insurance Income Saves Lives,"Alexander M. Gelber, University of California at San Diego and NBER; Timothy J. Moore, Purdue University and NBER; Alexander Strand, Social Security Administration",,,"July 26, 11:35 am","July 26, 12:30 pm",https://www.dropbox.com/s/d9eunmqasy4ku8z gelbermoorestrand_mortality_072017%20nber.pdf?dl=0
AG; PESS,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,"Workforce Aging, Pension Reforms and Firm Dynamics","Francesca Carta, Bank of Italy; Francesco D'Amuri, Bank of Italy; Till M. von Wachter, University of California at Los Angeles and NBER",,,"July 26, 1:30 pm","July 26, 2:25 pm",
AG; PESS,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Valuing Government Obligations When Markets Are Incomplete,"Jasmina Hasanhodzic, Babson College; Laurence J. Kotlikoff, Boston University and NBER",,,"July 26, 2:25 pm","July 26, 3:40 pm",https://www.dropbox.com/s/d9eunmqasy4ku8z/gelbermoorestrand_mortality_072017%20nber.pdf?dl=0
AG; PESS,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Do older Americans have more income than we think?,"Adam Bee, U.S. Bureau of the Census; Joshua Mitchell, Welch Consulting",,,"July 26, 3:40 pm","July 26, 4:35 pm",https://conference.nber.org/conf_papers/f96038/f96038.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Screening in Contract Design: Evidence from the ACA Health Insurance Exchanges,"Michael Geruso, University of Texas at Austin and NBER; Timothy J. Layton, Harvard University and NBER; Daniel Prinz, Harvard University",,,"July 27, 9:00 am","July 27, 10:00 am",https://www.nber.org/papers/w22832.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,"Selection, Medical Spending, and Productivity in Wellness Programs: Evidence from the Illinois Workplace Wellness Study","Damon Jones, University of Chicago and NBER; David Molitor, University of Illinois at Urbana-Champaign and NBER; Julian Reif, University of Illinois at Urbana-Champaign and NBER",,,"July 27, 10:00 am","July 27, 11:00 am",https://www.nber.org/papers/w22832.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Chasing the Missing Diagnoses: Exploring the Consequences of Removing Barriers to Information,"Rebecca Mary Myerson, University of Wisconsin-Madison Madison; Lisandro Colantonio, The University of Alabama at Birmingham; Monika Safford, Weill Cornell Medical College; David Meltzer, University of Chicago and NBER; David Meltzer, University of Chicago and NBER",,,"July 27, 11:30 am","July 27, 12:30 pm",https://conference.nber.org/conf_papers/f95044/f95044.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Surprise! Emergency Physician Out-of-Network Billing in the United States,"Zack Cooper, Yale University and NBER; Fiona Scott Morton, Yale University and NBER; Nathan Shekita, Yale University",,,"July 27, 1:30 pm","July 27, 2:30 pm",https://conference.nber.org/conf_papers/f97411/f97411.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Moneyball in Medicare,"Edward C. Norton, University of Michigan and NBER; Jun Li, University of Michigan; Anup Das, University of Michigan; Lena Chen, University of Michigan",,,"July 27, 2:30 pm","July 27, 3:30 pm",https://conference.nber.org/conf_papers/f97141/f97141.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,How Do Hospitals Respond to Managed Care? Evidence from At-Risk Newborns,"Ajin Lee, Michigan State University",,,"July 27, 4:00 pm","July 27, 5:00 pm",https://conference.nber.org/conf_papers/f95102/f95102.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Subsidizing Health Insurance For Low-Income Adults: Evidence From Massachusetts,"Amy Finkelstein, Massachusetts Institute of Technology and NBER; Nathaniel Hendren, Harvard University and NBER; Mark Shepard, Harvard University and NBER",,,"July 28, 9:00 am","July 28, 10:00 am",https://conference.nber.org/conf_papers/f96518/f96518.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Medicaid and Financial Health,"Kenneth Brevoort, CFPB; Daniel Grodzicki, Pennsyilvania State University; Martin B. Hackmann, University of California at Los Angeles and NBER",,,"July 28, 10:00 am","July 28, 11:00 am",https://conference.nber.org/conf_papers/f99081/f99081.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,The Effects of Health Insurance on Home Payment Delinquency: Evidence from the ACA Marketplace Subsidies,"Emily Gallagher, University of Colorado Boulder; Radhakrishnan Gopalan, Washington University, St. Louis; Michal Grinstein-Weiss, Washington University in St. Louis",,,"July 28, 10:00 am","July 28, 11:00 am",https://ssrn.com/abstract=2922260
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Targeting with In-kind Transfers: Evidence from Medicaid Home Care,"Ethan Lieber, University of Notre Dame and NBER; Lee Lockwood, University of Virginia and NBER",,,"July 28, 11:30 am","July 28, 12:30 pm",http://faculty.wcas.northwestern.edu/~lml115/IK.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,Waiting for Surgery: Effects on Health and Labor Supply,"Anna Godøy, University of California at Berkeley; Venke F. Haaland, University of Stavanger; Ingrid MS. Huitfeldt, University of Oslo; Mark Votruba, Case Western Reserve University",,,"July 28, 1:30 pm","July 28, 2:30 pm",https://conference.nber.org/conf_papers/f91688/f91688.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,A Claim a Day Keeps the Doctor Away? Premium Refunds and Forward Looking Behaviour in the German Private Health Insurance Market,"Daniel LA. Avdic, University of Duisburg-Essen; Simon Decker, University of Duisburg-Essen; Martin Karlsson, University of Duisburg-Essen",,,"July 28, 2:30 pm","July 28, 3:30 pm",https://conference.nber.org/conf_papers/f98226/f98226.pdf
AG; HC,2017,"July 24 - July 28, 2017",Royal Sonesta Hotel,David M. Cutler; Jonathan S. Skinner,The Impact of Cost Sharing for Mental Health Care,"Bastian Ravesteijn, Harvard University; Eli Schachar, Harvard University",,,"July 28, 4:00 pm","July 28, 5:00 pm",
